-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
-48,56
-30,66
84,60
