4.0,1.0,1.0,0.5,0.0
4.0,1.0,1.0,0.5,0.0
4.0,1.0,1.0,0.5,0.0
1.0,0.3,1.0,1.0,0.1875
1.0,0.51,1.0,1.0,0.5
0.0,0.32768000000000014,1.0,0.6875,0.0
0.0,0.2621440000000001,1.0,0.875,0.0
0.0,0.2097152000000001,1.0,0.875,0.0
0.0,0.1677721600000001,1.0,0.875,0.0
0.0,0.13421772800000006,1.0,0.875,0.0
0.0,0.10737418240000006,1.0,0.875,0.0
0.0,0.08589934592000005,1.0,0.875,0.0
2.0,0.09556302233600006,1.0,0.5833333333333334,0.0
2.0,0.07645041786880005,0.8,1.0,0.0
2.0,0.061160334295040045,0.6400000000000001,1.0,0.0
2.0,0.04892826743603204,0.5120000000000001,1.0,0.0
2.0,0.039142613948825636,0.40960000000000013,1.0,0.0
0.0,0.022517998136852502,1.0,0.875,0.0
2.0,0.2250512729272484,0.32768000000000014,1.0,0.0
2.0,0.18004101834179875,0.2621440000000001,1.0,0.0
