4.0,1.0,1.0,0.5,0.0
4.0,1.0,1.0,0.5,0.0
4.0,1.0,1.0,0.5,0.0
4.0,1.0,1.0,0.6666666666666666,0.0
4.0,1.0,1.0,0.625,0.0
0.0,0.32768000000000014,1.0,0.6875,0.0
0.0,0.2621440000000001,1.0,0.875,0.0
0.0,0.2097152000000001,1.0,0.875,0.0
0.0,0.1677721600000001,1.0,0.875,0.0
0.0,0.13421772800000006,1.0,0.875,0.0
0.0,0.10737418240000006,1.0,0.875,0.0
2.0,0.08589934592000005,1.0,0.5833333333333334,0.0
2.0,0.06871947673600004,0.8,1.0,0.0
2.0,0.054975581388800036,0.6400000000000001,1.0,0.0
0.0,0.043980465111040035,1.0,0.875,0.0
2.0,0.03518437208883203,0.5120000000000001,1.0,0.0
2.0,0.028147497671065627,0.40960000000000013,1.0,0.0
0.0,0.022517998136852502,1.0,0.875,0.0
0.0,0.018014398509482003,1.0,0.875,0.0
0.0,0.014411518807585602,1.0,0.875,0.0
0.0,0.011529215046068483,1.0,0.875,0.0
0.0,0.009223372036854787,1.0,0.875,0.0
2.0,0.20737869762948385,0.32768000000000014,1.0,0.0
1.0,0.09,1.0,1.0,0.1875
2.0,0.4927223664828697,0.4621440000000001,0.9166666666666667,0.0
2.0,0.5941778931862958,0.5697152000000001,0.8571428571428572,0.0
4.0,1.0,1.0,0.7,0.0
4.0,0.7,0.5,0.5,0.0
3.0,0.2097152000000001,1.0,1.0,0.25
4.0,0.48999999999999994,0.5,0.42857142857142855,0.0
4.0,0.3429999999999999,0.5,0.375,0.0
4.0,0.24009999999999992,0.25,0.35185185185185186,0.0
4.0,0.16806999999999994,0.25,0.31666666666666665,0.0
4.0,0.11764899999999995,0.125,0.30303030303030304,0.0
1.0,0.3000003720087,0.7,0.5,0.125
1.0,0.51000026040609,0.7899999999999999,0.75,0.3125
2.0,0.4771401464648265,0.6557721600000002,0.8125,0.0
2.0,0.3817121171718612,0.5246177280000002,0.8333333333333333,0.0
2.0,0.505369693737489,0.6196941824000002,0.8,0.0
1.0,0.06839101148390855,0.853,0.875,0.375
