algorithm,n_rounds,opponent_type,reward_sum,agent_final_reward
QAlegAATr,50.csv,selfplay,164.0,82.0
AlegAATr,30.csv,cooppunish,108.0,14.0
AlegAATr,30.csv,cooppunish,108.0,14.0
AlegAATr,30.csv,cooppunish,108.0,14.0
AlegAATr,30.csv,cooppunish,108.0,14.0
AlegAATr,30.csv,cooppunish,108.0,14.0
QAlegAATr,60.csv,greedyneg,116.0,-170.0
QAlegAATr,60.csv,greedyneg,116.0,-170.0
QAlegAATr,60.csv,greedyneg,116.0,-170.0
QAlegAATr,60.csv,greedyneg,116.0,-170.0
QAlegAATr,60.csv,greedyneg,116.0,-170.0
DQN,50.csv,bullypunish,-100.0,-50.0
DQN,50.csv,bullypunish,-100.0,-50.0
DQN,50.csv,bullypunish,-100.0,-50.0
DQN,50.csv,bullypunish,-100.0,-50.0
DQN,50.csv,bullypunish,-100.0,-50.0
AlegAATr,60.csv,coopgreedy,136.0,148.0
AlegAATr,60.csv,coopgreedy,92.0,178.0
AlegAATr,60.csv,coopgreedy,116.0,198.0
AlegAATr,60.csv,coopgreedy,184.0,140.0
AlegAATr,60.csv,coopgreedy,128.0,208.0
AlegAATr,40.csv,greedyneg,72.0,-116.0
AlegAATr,40.csv,greedyneg,72.0,-116.0
AlegAATr,40.csv,greedyneg,72.0,-116.0
AlegAATr,40.csv,greedyneg,72.0,-116.0
AlegAATr,40.csv,greedyneg,72.0,-116.0
SOAleqgAATr,30.csv,selfplay,172.0,86.0
SOAleqgAATr,30.csv,selfplay,172.0,86.0
SOAleqgAATr,30.csv,selfplay,172.0,86.0
SOAleqgAATr,30.csv,selfplay,172.0,86.0
SOAleqgAATr,30.csv,selfplay,172.0,86.0
SMAlegAATr,50.csv,bullypunish,100.0,-150.0
SMAlegAATr,50.csv,bullypunish,100.0,-150.0
SMAlegAATr,50.csv,bullypunish,100.0,-150.0
SMAlegAATr,50.csv,bullypunish,100.0,-150.0
SMAlegAATr,50.csv,bullypunish,100.0,-150.0
SMAlegAATr,50.csv,eee,100.0,-150.0
SMAlegAATr,50.csv,eee,132.0,66.0
SMAlegAATr,50.csv,eee,80.0,68.0
SMAlegAATr,50.csv,eee,124.0,-50.0
SMAlegAATr,50.csv,eee,100.0,-150.0
AlegAATr,10.csv,bullypunish,12.0,-26.0
AlegAATr,10.csv,bullypunish,12.0,-26.0
AlegAATr,10.csv,bullypunish,12.0,-26.0
AlegAATr,10.csv,bullypunish,12.0,-26.0
AlegAATr,10.csv,bullypunish,12.0,-26.0
RAlegAATr,10.csv,cfr,-20.0,-10.0
RAlegAATr,10.csv,cfr,-20.0,-10.0
RAlegAATr,10.csv,cfr,-20.0,-10.0
RAlegAATr,10.csv,cfr,-20.0,-10.0
RAlegAATr,10.csv,cfr,-20.0,-10.0
DQN,50.csv,bbl,-100.0,-50.0
DQN,50.csv,bbl,-100.0,-50.0
DQN,50.csv,bbl,-96.0,-44.0
DQN,50.csv,bbl,-96.0,-44.0
DQN,50.csv,bbl,-96.0,-44.0
QAlegAATr,40.csv,random,124.0,34.0
QAlegAATr,40.csv,random,120.0,-20.0
QAlegAATr,40.csv,random,124.0,-14.0
QAlegAATr,40.csv,random,100.0,38.0
QAlegAATr,40.csv,random,96.0,48.0
AlegAATr,50.csv,roundnum2,124.0,-82.0
AlegAATr,50.csv,roundnum2,120.0,-80.0
AlegAATr,50.csv,roundnum2,116.0,-62.0
AlegAATr,50.csv,roundnum2,120.0,-40.0
AlegAATr,50.csv,roundnum2,104.0,-56.0
DQN,40.csv,cfr,-80.0,-40.0
DQN,40.csv,cfr,-80.0,-40.0
DQN,40.csv,cfr,-80.0,-40.0
DQN,40.csv,cfr,-80.0,-40.0
DQN,40.csv,cfr,-80.0,-40.0
AleqgAATr,20.csv,cooppunish,48.0,24.0
AleqgAATr,20.csv,cooppunish,48.0,24.0
AleqgAATr,20.csv,cooppunish,48.0,24.0
AleqgAATr,20.csv,cooppunish,48.0,24.0
AleqgAATr,20.csv,cooppunish,48.0,24.0
RawO,60.csv,cfr,-120.0,-60.0
RawO,60.csv,cfr,-120.0,-60.0
RawO,60.csv,cfr,-120.0,-60.0
RawO,60.csv,cfr,-120.0,-60.0
RawO,60.csv,cfr,-120.0,-60.0
MADQN,10.csv,coopgreedy,16.0,36.0
MADQN,10.csv,coopgreedy,4.0,18.0
MADQN,10.csv,coopgreedy,12.0,30.0
MADQN,10.csv,coopgreedy,20.0,42.0
MADQN,10.csv,coopgreedy,16.0,36.0
SOAleqgAATr,60.csv,coopgreedy,248.0,148.0
SOAleqgAATr,60.csv,coopgreedy,284.0,114.0
SOAleqgAATr,60.csv,coopgreedy,156.0,162.0
SOAleqgAATr,60.csv,coopgreedy,140.0,162.0
SOAleqgAATr,60.csv,coopgreedy,232.0,116.0
SMAlegAATr,40.csv,cooppunish,60.0,58.0
SMAlegAATr,40.csv,cooppunish,60.0,58.0
SMAlegAATr,40.csv,cooppunish,60.0,58.0
SMAlegAATr,40.csv,cooppunish,60.0,58.0
SMAlegAATr,40.csv,cooppunish,60.0,58.0
RAlegAATr,50.csv,roundnum,-4.0,94.0
RAlegAATr,50.csv,roundnum,-4.0,94.0
RAlegAATr,50.csv,roundnum,-4.0,94.0
RAlegAATr,50.csv,roundnum,-4.0,94.0
RAlegAATr,50.csv,roundnum,-4.0,94.0
RDQN,30.csv,bbl,-56.0,-24.0
RDQN,30.csv,bbl,-60.0,-30.0
RDQN,30.csv,bbl,-56.0,-24.0
RDQN,30.csv,bbl,-56.0,-24.0
RDQN,30.csv,bbl,-60.0,-30.0
RDQN,20.csv,cfr,-40.0,-20.0
RDQN,20.csv,cfr,-40.0,-20.0
RDQN,20.csv,cfr,-40.0,-20.0
RDQN,20.csv,cfr,-40.0,-20.0
RDQN,20.csv,cfr,-40.0,-20.0
AleqgAATr,10.csv,coop,44.0,38.0
AleqgAATr,10.csv,coop,44.0,38.0
AleqgAATr,10.csv,coop,44.0,38.0
AleqgAATr,10.csv,coop,44.0,38.0
AleqgAATr,10.csv,coop,44.0,38.0
DQN,20.csv,coopgreedy,16.0,64.0
DQN,20.csv,coopgreedy,28.0,82.0
DQN,20.csv,coopgreedy,4.0,46.0
DQN,20.csv,coopgreedy,4.0,46.0
DQN,20.csv,coopgreedy,20.0,70.0
RAlegAATr,30.csv,bullypunish,-60.0,-30.0
RAlegAATr,30.csv,bullypunish,-60.0,-30.0
RAlegAATr,30.csv,bullypunish,-60.0,-30.0
RAlegAATr,30.csv,bullypunish,-60.0,-30.0
RAlegAATr,30.csv,bullypunish,-60.0,-30.0
SOAleqgAATr,30.csv,coop,60.0,150.0
SOAleqgAATr,30.csv,coop,60.0,150.0
SOAleqgAATr,30.csv,coop,60.0,150.0
SOAleqgAATr,30.csv,coop,60.0,150.0
SOAleqgAATr,30.csv,coop,60.0,150.0
DQN,50.csv,coop,100.0,250.0
DQN,50.csv,coop,100.0,250.0
DQN,50.csv,coop,100.0,250.0
DQN,50.csv,coop,100.0,250.0
DQN,50.csv,coop,100.0,250.0
AleqgAATr,40.csv,roundnum,100.0,62.0
AleqgAATr,40.csv,roundnum,100.0,62.0
AleqgAATr,40.csv,roundnum,100.0,62.0
AleqgAATr,40.csv,roundnum,100.0,62.0
AleqgAATr,40.csv,roundnum,100.0,62.0
AleqgAATr,20.csv,bbl,8.0,-36.0
AleqgAATr,20.csv,bbl,8.0,-36.0
AleqgAATr,20.csv,bbl,8.0,-36.0
AleqgAATr,20.csv,bbl,0.0,-40.0
AleqgAATr,20.csv,bbl,0.0,-40.0
AleqgAATr,30.csv,cfr,0.0,-60.0
AleqgAATr,30.csv,cfr,0.0,-60.0
AleqgAATr,30.csv,cfr,0.0,-60.0
AleqgAATr,30.csv,cfr,0.0,-60.0
AleqgAATr,30.csv,cfr,0.0,-60.0
RAlegAATr,30.csv,coopgreedy,28.0,102.0
RAlegAATr,30.csv,coopgreedy,24.0,96.0
RAlegAATr,30.csv,coopgreedy,28.0,102.0
RAlegAATr,30.csv,coopgreedy,32.0,108.0
RAlegAATr,30.csv,coopgreedy,24.0,96.0
AleqgAATr,60.csv,bullypunish,0.0,-120.0
AleqgAATr,60.csv,bullypunish,0.0,-120.0
AleqgAATr,60.csv,bullypunish,0.0,-120.0
AleqgAATr,60.csv,bullypunish,0.0,-120.0
AleqgAATr,60.csv,bullypunish,0.0,-120.0
MADQN,60.csv,greedyneg,96.0,256.0
MADQN,60.csv,greedyneg,96.0,256.0
MADQN,60.csv,greedyneg,96.0,256.0
MADQN,60.csv,greedyneg,96.0,256.0
MADQN,60.csv,greedyneg,96.0,256.0
SMAlegAATr,40.csv,coop,108.0,186.0
SMAlegAATr,40.csv,coop,108.0,186.0
SMAlegAATr,40.csv,coop,108.0,186.0
SMAlegAATr,40.csv,coop,108.0,186.0
SMAlegAATr,40.csv,coop,108.0,186.0
SMAlegAATr,10.csv,bullied,48.0,36.0
SMAlegAATr,10.csv,bullied,48.0,36.0
SMAlegAATr,10.csv,bullied,48.0,36.0
SMAlegAATr,10.csv,bullied,48.0,36.0
SMAlegAATr,10.csv,bullied,48.0,36.0
RAlegAATr,20.csv,coop,40.0,100.0
RAlegAATr,20.csv,coop,40.0,100.0
RAlegAATr,20.csv,coop,40.0,100.0
RAlegAATr,20.csv,coop,40.0,100.0
RAlegAATr,20.csv,coop,40.0,100.0
SMAlegAATr,50.csv,spp,128.0,236.0
SMAlegAATr,50.csv,spp,100.0,-150.0
SMAlegAATr,50.csv,spp,80.0,68.0
SMAlegAATr,50.csv,spp,100.0,-150.0
SMAlegAATr,50.csv,spp,128.0,236.0
AlegAATr,60.csv,random,208.0,48.0
AlegAATr,60.csv,random,204.0,26.0
AlegAATr,60.csv,random,172.0,58.0
AlegAATr,60.csv,random,104.0,132.0
AlegAATr,60.csv,random,168.0,-20.0
AleqgAATr,60.csv,selfplay,128.0,64.0
AleqgAATr,60.csv,selfplay,128.0,64.0
AleqgAATr,60.csv,selfplay,128.0,64.0
AleqgAATr,60.csv,selfplay,128.0,64.0
AleqgAATr,60.csv,selfplay,128.0,64.0
RDQN,30.csv,greedyneg,56.0,144.0
RDQN,30.csv,greedyneg,56.0,144.0
RDQN,30.csv,greedyneg,56.0,144.0
RDQN,30.csv,greedyneg,56.0,144.0
RDQN,30.csv,greedyneg,56.0,144.0
RDQN,20.csv,roundnum2,-40.0,-20.0
RDQN,20.csv,roundnum2,-40.0,-20.0
RDQN,20.csv,roundnum2,-40.0,-20.0
RDQN,20.csv,roundnum2,-40.0,-20.0
RDQN,20.csv,roundnum2,-40.0,-20.0
MADQN,20.csv,cfr,-36.0,-22.0
MADQN,20.csv,cfr,-36.0,-22.0
MADQN,20.csv,cfr,-36.0,-22.0
MADQN,20.csv,cfr,-36.0,-22.0
MADQN,20.csv,cfr,-36.0,-22.0
QAlegAATr,30.csv,bbl,56.0,-88.0
QAlegAATr,30.csv,bbl,56.0,-80.0
QAlegAATr,30.csv,bbl,56.0,-80.0
QAlegAATr,30.csv,bbl,56.0,-88.0
QAlegAATr,30.csv,bbl,56.0,-88.0
QAlegAATr,20.csv,cfr,36.0,-58.0
QAlegAATr,20.csv,cfr,36.0,-58.0
QAlegAATr,20.csv,cfr,36.0,-58.0
QAlegAATr,20.csv,cfr,36.0,-58.0
QAlegAATr,20.csv,cfr,36.0,-58.0
RawO,60.csv,bullied,128.0,296.0
RawO,60.csv,bullied,128.0,296.0
RawO,60.csv,bullied,128.0,296.0
RawO,60.csv,bullied,128.0,296.0
RawO,60.csv,bullied,128.0,296.0
MADQN,30.csv,bbl,-52.0,-26.0
MADQN,30.csv,bbl,-56.0,-32.0
MADQN,30.csv,bbl,-52.0,-26.0
MADQN,30.csv,bbl,-52.0,-26.0
MADQN,30.csv,bbl,-56.0,-32.0
MADQN,20.csv,minimax,-36.0,-22.0
MADQN,20.csv,minimax,-36.0,-22.0
MADQN,20.csv,minimax,-36.0,-22.0
MADQN,20.csv,minimax,-36.0,-22.0
MADQN,20.csv,minimax,-36.0,-22.0
RawO,60.csv,random,64.0,80.0
RawO,60.csv,random,24.0,76.0
RawO,60.csv,random,44.0,74.0
RawO,60.csv,random,60.0,82.0
RawO,60.csv,random,32.0,64.0
QAlegAATr,20.csv,bullypunish,36.0,-58.0
QAlegAATr,20.csv,bullypunish,36.0,-58.0
QAlegAATr,20.csv,bullypunish,36.0,-58.0
QAlegAATr,20.csv,bullypunish,36.0,-58.0
QAlegAATr,20.csv,bullypunish,36.0,-58.0
MADQN,50.csv,selfplay,-92.0,-46.0
MADQN,50.csv,selfplay,-92.0,-46.0
MADQN,50.csv,selfplay,-92.0,-46.0
MADQN,50.csv,selfplay,-92.0,-46.0
MADQN,50.csv,selfplay,-92.0,-46.0
SOAleqgAATr,10.csv,greedyneg,-8.0,-8.0
SOAleqgAATr,10.csv,greedyneg,-8.0,-8.0
SOAleqgAATr,10.csv,greedyneg,-8.0,-8.0
SOAleqgAATr,10.csv,greedyneg,-8.0,-8.0
SOAleqgAATr,10.csv,greedyneg,-8.0,-8.0
SMAlegAATr,20.csv,roundnum2,40.0,-60.0
SMAlegAATr,20.csv,roundnum2,40.0,-60.0
SMAlegAATr,20.csv,roundnum2,40.0,-60.0
SMAlegAATr,20.csv,roundnum2,40.0,-60.0
SMAlegAATr,20.csv,roundnum2,40.0,-60.0
MADQN,50.csv,random,16.0,116.0
MADQN,50.csv,random,-20.0,62.0
MADQN,50.csv,random,16.0,116.0
MADQN,50.csv,random,4.0,98.0
MADQN,50.csv,random,8.0,104.0
QAlegAATr,30.csv,minimax,56.0,-88.0
QAlegAATr,30.csv,minimax,56.0,-88.0
QAlegAATr,30.csv,minimax,56.0,-88.0
QAlegAATr,30.csv,minimax,56.0,-88.0
QAlegAATr,30.csv,minimax,56.0,-88.0
RDQN,60.csv,cooppunish,0.0,120.0
RDQN,60.csv,cooppunish,0.0,120.0
RDQN,60.csv,cooppunish,0.0,120.0
RDQN,60.csv,cooppunish,0.0,120.0
RDQN,60.csv,cooppunish,0.0,120.0
DQN,20.csv,bullied,40.0,100.0
DQN,20.csv,bullied,40.0,100.0
DQN,20.csv,bullied,40.0,100.0
DQN,20.csv,bullied,40.0,100.0
DQN,20.csv,bullied,40.0,100.0
SMAlegAATr,30.csv,greedyneg,60.0,-90.0
SMAlegAATr,30.csv,greedyneg,60.0,-90.0
SMAlegAATr,30.csv,greedyneg,60.0,-90.0
SMAlegAATr,30.csv,greedyneg,60.0,-90.0
SMAlegAATr,30.csv,greedyneg,60.0,-90.0
RDQN,50.csv,selfplay,-100.0,-50.0
RDQN,50.csv,selfplay,-100.0,-50.0
RDQN,50.csv,selfplay,-100.0,-50.0
RDQN,50.csv,selfplay,-100.0,-50.0
RDQN,50.csv,selfplay,-100.0,-50.0
SOAleqgAATr,10.csv,roundnum,20.0,50.0
SOAleqgAATr,10.csv,roundnum,20.0,50.0
SOAleqgAATr,10.csv,roundnum,20.0,50.0
SOAleqgAATr,10.csv,roundnum,20.0,50.0
SOAleqgAATr,10.csv,roundnum,20.0,50.0
AleqgAATr,20.csv,bullied,84.0,78.0
AleqgAATr,20.csv,bullied,84.0,78.0
AleqgAATr,20.csv,bullied,84.0,78.0
AleqgAATr,20.csv,bullied,84.0,78.0
AleqgAATr,20.csv,bullied,84.0,78.0
SOAleqgAATr,60.csv,bbl,-112.0,-56.0
SOAleqgAATr,60.csv,bbl,-116.0,-62.0
SOAleqgAATr,60.csv,bbl,-116.0,-62.0
SOAleqgAATr,60.csv,bbl,-116.0,-62.0
SOAleqgAATr,60.csv,bbl,-116.0,-62.0
QAlegAATr,20.csv,selfplay,64.0,32.0
QAlegAATr,20.csv,selfplay,64.0,32.0
QAlegAATr,20.csv,selfplay,64.0,32.0
QAlegAATr,20.csv,selfplay,64.0,32.0
QAlegAATr,20.csv,selfplay,64.0,32.0
MADQN,60.csv,bullypunish,-116.0,-62.0
MADQN,60.csv,bullypunish,-116.0,-62.0
MADQN,60.csv,bullypunish,-116.0,-62.0
MADQN,60.csv,bullypunish,-116.0,-62.0
MADQN,60.csv,bullypunish,-116.0,-62.0
QAlegAATr,10.csv,greedyneg,16.0,-20.0
QAlegAATr,10.csv,greedyneg,16.0,-20.0
QAlegAATr,10.csv,greedyneg,16.0,-20.0
QAlegAATr,10.csv,greedyneg,16.0,-20.0
QAlegAATr,10.csv,greedyneg,16.0,-20.0
AlegAATr,40.csv,cooppunish,148.0,14.0
AlegAATr,40.csv,cooppunish,148.0,14.0
AlegAATr,40.csv,cooppunish,148.0,14.0
AlegAATr,40.csv,cooppunish,148.0,14.0
AlegAATr,40.csv,cooppunish,148.0,14.0
RDQN,60.csv,eee,-44.0,54.0
RDQN,60.csv,eee,-28.0,78.0
RDQN,60.csv,eee,-8.0,108.0
RDQN,60.csv,eee,-52.0,42.0
RDQN,60.csv,eee,-8.0,108.0
SOAleqgAATr,30.csv,spp,32.0,52.0
SOAleqgAATr,30.csv,spp,60.0,150.0
SOAleqgAATr,30.csv,spp,32.0,52.0
SOAleqgAATr,30.csv,spp,-56.0,-32.0
SOAleqgAATr,30.csv,spp,-56.0,-32.0
AlegAATr,40.csv,roundnum,112.0,56.0
AlegAATr,40.csv,roundnum,112.0,56.0
AlegAATr,40.csv,roundnum,112.0,56.0
AlegAATr,40.csv,roundnum,112.0,56.0
AlegAATr,40.csv,roundnum,112.0,56.0
SMAlegAATr,40.csv,selfplay,32.0,16.0
SMAlegAATr,40.csv,selfplay,32.0,16.0
SMAlegAATr,40.csv,selfplay,32.0,16.0
SMAlegAATr,40.csv,selfplay,32.0,16.0
SMAlegAATr,40.csv,selfplay,32.0,16.0
SOAleqgAATr,40.csv,bullypunish,-76.0,-42.0
SOAleqgAATr,40.csv,bullypunish,-76.0,-42.0
SOAleqgAATr,40.csv,bullypunish,-76.0,-42.0
SOAleqgAATr,40.csv,bullypunish,-76.0,-42.0
SOAleqgAATr,40.csv,bullypunish,-76.0,-42.0
SOAleqgAATr,60.csv,bullied,120.0,300.0
SOAleqgAATr,60.csv,bullied,120.0,300.0
SOAleqgAATr,60.csv,bullied,120.0,300.0
SOAleqgAATr,60.csv,bullied,120.0,300.0
SOAleqgAATr,60.csv,bullied,120.0,300.0
RawO,20.csv,coop,48.0,96.0
RawO,20.csv,coop,48.0,96.0
RawO,20.csv,coop,48.0,96.0
RawO,20.csv,coop,48.0,96.0
RawO,20.csv,coop,48.0,96.0
MADQN,30.csv,bullied,64.0,148.0
MADQN,30.csv,bullied,64.0,148.0
MADQN,30.csv,bullied,64.0,148.0
MADQN,30.csv,bullied,64.0,148.0
MADQN,30.csv,bullied,64.0,148.0
RawO,20.csv,selfplay,-40.0,-20.0
RawO,20.csv,selfplay,-40.0,-20.0
RawO,20.csv,selfplay,-40.0,-20.0
RawO,20.csv,selfplay,-40.0,-20.0
RawO,20.csv,selfplay,-40.0,-20.0
SMAlegAATr,60.csv,coopgreedy,108.0,218.0
SMAlegAATr,60.csv,coopgreedy,116.0,206.0
SMAlegAATr,60.csv,coopgreedy,104.0,212.0
SMAlegAATr,60.csv,coopgreedy,104.0,204.0
SMAlegAATr,60.csv,coopgreedy,100.0,214.0
QAlegAATr,60.csv,spp,116.0,-178.0
QAlegAATr,60.csv,spp,224.0,16.0
QAlegAATr,60.csv,spp,120.0,300.0
QAlegAATr,60.csv,spp,120.0,300.0
QAlegAATr,60.csv,spp,120.0,300.0
RDQN,40.csv,random,0.0,80.0
RDQN,40.csv,random,16.0,104.0
RDQN,40.csv,random,-4.0,74.0
RDQN,40.csv,random,-4.0,74.0
RDQN,40.csv,random,28.0,122.0
MADQN,30.csv,cooppunish,8.0,64.0
MADQN,30.csv,cooppunish,8.0,64.0
MADQN,30.csv,cooppunish,8.0,64.0
MADQN,30.csv,cooppunish,8.0,64.0
MADQN,30.csv,cooppunish,8.0,64.0
SOAleqgAATr,40.csv,cooppunish,32.0,72.0
SOAleqgAATr,40.csv,cooppunish,32.0,72.0
SOAleqgAATr,40.csv,cooppunish,32.0,72.0
SOAleqgAATr,40.csv,cooppunish,32.0,72.0
SOAleqgAATr,40.csv,cooppunish,32.0,72.0
DQN,60.csv,random,20.0,150.0
DQN,60.csv,random,4.0,126.0
DQN,60.csv,random,-12.0,102.0
DQN,60.csv,random,16.0,144.0
DQN,60.csv,random,12.0,138.0
DQN,10.csv,roundnum2,-20.0,-10.0
DQN,10.csv,roundnum2,-20.0,-10.0
DQN,10.csv,roundnum2,-20.0,-10.0
DQN,10.csv,roundnum2,-20.0,-10.0
DQN,10.csv,roundnum2,-20.0,-10.0
QAlegAATr,20.csv,cooppunish,64.0,16.0
QAlegAATr,20.csv,cooppunish,64.0,16.0
QAlegAATr,20.csv,cooppunish,64.0,16.0
QAlegAATr,20.csv,cooppunish,64.0,16.0
QAlegAATr,20.csv,cooppunish,64.0,16.0
MADQN,60.csv,spp,124.0,298.0
MADQN,60.csv,spp,124.0,298.0
MADQN,60.csv,spp,8.0,124.0
MADQN,60.csv,spp,8.0,124.0
MADQN,60.csv,spp,-116.0,-62.0
RDQN,10.csv,bullied,20.0,50.0
RDQN,10.csv,bullied,20.0,50.0
RDQN,10.csv,bullied,20.0,50.0
RDQN,10.csv,bullied,20.0,50.0
RDQN,10.csv,bullied,20.0,50.0
SMAlegAATr,10.csv,cfr,20.0,-30.0
SMAlegAATr,10.csv,cfr,20.0,-30.0
SMAlegAATr,10.csv,cfr,20.0,-30.0
SMAlegAATr,10.csv,cfr,20.0,-30.0
SMAlegAATr,10.csv,cfr,20.0,-30.0
QAlegAATr,20.csv,bullied,40.0,100.0
QAlegAATr,20.csv,bullied,40.0,100.0
QAlegAATr,20.csv,bullied,40.0,100.0
QAlegAATr,20.csv,bullied,40.0,100.0
QAlegAATr,20.csv,bullied,40.0,100.0
AleqgAATr,40.csv,random,96.0,56.0
AleqgAATr,40.csv,random,72.0,28.0
AleqgAATr,40.csv,random,96.0,56.0
AleqgAATr,40.csv,random,100.0,62.0
AleqgAATr,40.csv,random,76.0,26.0
RAlegAATr,50.csv,eee,4.0,106.0
RAlegAATr,50.csv,eee,-28.0,58.0
RAlegAATr,50.csv,eee,-4.0,94.0
RAlegAATr,50.csv,eee,-8.0,88.0
RAlegAATr,50.csv,eee,-24.0,64.0
DQN,30.csv,minimax,-60.0,-30.0
DQN,30.csv,minimax,-60.0,-30.0
DQN,30.csv,minimax,-60.0,-30.0
DQN,30.csv,minimax,-60.0,-30.0
DQN,30.csv,minimax,-60.0,-30.0
RAlegAATr,10.csv,cooppunish,0.0,20.0
RAlegAATr,10.csv,cooppunish,0.0,20.0
RAlegAATr,10.csv,cooppunish,0.0,20.0
RAlegAATr,10.csv,cooppunish,0.0,20.0
RAlegAATr,10.csv,cooppunish,0.0,20.0
AleqgAATr,30.csv,minimax,0.0,-60.0
AleqgAATr,30.csv,minimax,0.0,-60.0
AleqgAATr,30.csv,minimax,0.0,-60.0
AleqgAATr,30.csv,minimax,0.0,-60.0
AleqgAATr,30.csv,minimax,0.0,-60.0
AlegAATr,10.csv,coop,52.0,34.0
AlegAATr,10.csv,coop,52.0,34.0
AlegAATr,10.csv,coop,52.0,34.0
AlegAATr,10.csv,coop,52.0,34.0
AlegAATr,10.csv,coop,52.0,34.0
RawO,20.csv,eee,12.0,26.0
RawO,20.csv,eee,16.0,32.0
RawO,20.csv,eee,8.0,20.0
RawO,20.csv,eee,4.0,22.0
RawO,20.csv,eee,-4.0,18.0
AlegAATr,60.csv,minimax,112.0,-176.0
AlegAATr,60.csv,minimax,112.0,-176.0
AlegAATr,60.csv,minimax,112.0,-176.0
AlegAATr,60.csv,minimax,112.0,-176.0
AlegAATr,60.csv,minimax,112.0,-176.0
AleqgAATr,50.csv,roundnum2,68.0,2.0
AleqgAATr,50.csv,roundnum2,60.0,-10.0
AleqgAATr,50.csv,roundnum2,64.0,-4.0
AleqgAATr,50.csv,roundnum2,68.0,2.0
AleqgAATr,50.csv,roundnum2,64.0,-4.0
SOAleqgAATr,30.csv,eee,28.0,46.0
SOAleqgAATr,30.csv,eee,24.0,8.0
SOAleqgAATr,30.csv,eee,24.0,40.0
SOAleqgAATr,30.csv,eee,20.0,34.0
SOAleqgAATr,30.csv,eee,32.0,52.0
RDQN,60.csv,spp,120.0,300.0
RDQN,60.csv,spp,120.0,300.0
RDQN,60.csv,spp,0.0,120.0
RDQN,60.csv,spp,0.0,120.0
RDQN,60.csv,spp,-120.0,-60.0
AleqgAATr,40.csv,greedyneg,0.0,-80.0
AleqgAATr,40.csv,greedyneg,0.0,-80.0
AleqgAATr,40.csv,greedyneg,0.0,-80.0
AleqgAATr,40.csv,greedyneg,0.0,-80.0
AleqgAATr,40.csv,greedyneg,0.0,-80.0
SMAlegAATr,10.csv,random,20.0,10.0
SMAlegAATr,10.csv,random,16.0,-4.0
SMAlegAATr,10.csv,random,24.0,8.0
SMAlegAATr,10.csv,random,20.0,18.0
SMAlegAATr,10.csv,random,36.0,18.0
AlegAATr,50.csv,bbl,92.0,-146.0
AlegAATr,50.csv,bbl,92.0,-146.0
AlegAATr,50.csv,bbl,100.0,-142.0
AlegAATr,50.csv,bbl,100.0,-142.0
AlegAATr,50.csv,bbl,100.0,-142.0
RawO,20.csv,spp,-40.0,-20.0
RawO,20.csv,spp,-40.0,-20.0
RawO,20.csv,spp,48.0,96.0
RawO,20.csv,spp,-40.0,-20.0
RawO,20.csv,spp,48.0,96.0
RAlegAATr,60.csv,minimax,-120.0,-60.0
RAlegAATr,60.csv,minimax,-120.0,-60.0
RAlegAATr,60.csv,minimax,-120.0,-60.0
RAlegAATr,60.csv,minimax,-120.0,-60.0
RAlegAATr,60.csv,minimax,-120.0,-60.0
RAlegAATr,40.csv,greedyneg,76.0,194.0
RAlegAATr,40.csv,greedyneg,76.0,194.0
RAlegAATr,40.csv,greedyneg,76.0,194.0
RAlegAATr,40.csv,greedyneg,76.0,194.0
RAlegAATr,40.csv,greedyneg,76.0,194.0
RDQN,30.csv,coop,60.0,150.0
RDQN,30.csv,coop,60.0,150.0
RDQN,30.csv,coop,60.0,150.0
RDQN,30.csv,coop,60.0,150.0
RDQN,30.csv,coop,60.0,150.0
RAlegAATr,50.csv,spp,100.0,250.0
RAlegAATr,50.csv,spp,-100.0,-50.0
RAlegAATr,50.csv,spp,0.0,100.0
RAlegAATr,50.csv,spp,-100.0,-50.0
RAlegAATr,50.csv,spp,100.0,250.0
AlegAATr,40.csv,cfr,72.0,-116.0
AlegAATr,40.csv,cfr,72.0,-116.0
AlegAATr,40.csv,cfr,72.0,-116.0
AlegAATr,40.csv,cfr,72.0,-116.0
AlegAATr,40.csv,cfr,72.0,-116.0
AlegAATr,60.csv,selfplay,296.0,148.0
AlegAATr,60.csv,selfplay,296.0,148.0
AlegAATr,60.csv,selfplay,296.0,148.0
AlegAATr,60.csv,selfplay,296.0,148.0
AlegAATr,60.csv,selfplay,296.0,148.0
MADQN,60.csv,eee,-56.0,28.0
MADQN,60.csv,eee,-68.0,10.0
MADQN,60.csv,eee,-4.0,106.0
MADQN,60.csv,eee,12.0,130.0
MADQN,60.csv,eee,20.0,142.0
SMAlegAATr,60.csv,roundnum,4.0,70.0
SMAlegAATr,60.csv,roundnum,4.0,70.0
SMAlegAATr,60.csv,roundnum,4.0,70.0
SMAlegAATr,60.csv,roundnum,4.0,70.0
SMAlegAATr,60.csv,roundnum,4.0,70.0
RDQN,40.csv,coopgreedy,20.0,110.0
RDQN,40.csv,coopgreedy,24.0,116.0
RDQN,40.csv,coopgreedy,44.0,146.0
RDQN,40.csv,coopgreedy,48.0,152.0
RDQN,40.csv,coopgreedy,24.0,116.0
QAlegAATr,60.csv,eee,112.0,-128.0
QAlegAATr,60.csv,eee,116.0,-178.0
QAlegAATr,60.csv,eee,112.0,-72.0
