algorithm,n_rounds,opponent_type,reward_sum,agent_final_reward
RDQN,20.csv,selfplay,-40.0,-20.0
RDQN,20.csv,selfplay,-40.0,-20.0
SOAleqgAATr,10.csv,bbl,-16.0,-12.0
SOAleqgAATr,10.csv,bbl,-16.0,-12.0
SOAleqgAATr,10.csv,bbl,-12.0,-6.0
SOAleqgAATr,10.csv,bbl,-12.0,-6.0
SOAleqgAATr,10.csv,bbl,-12.0,-6.0
AleqgAATr,50.csv,bullied,204.0,198.0
AleqgAATr,50.csv,bullied,204.0,198.0
AleqgAATr,50.csv,bullied,204.0,198.0
AleqgAATr,50.csv,bullied,204.0,198.0
AleqgAATr,50.csv,bullied,204.0,198.0
SOAleqgAATr,60.csv,roundnum,-20.0,82.0
SOAleqgAATr,60.csv,roundnum,-20.0,82.0
SOAleqgAATr,60.csv,roundnum,-20.0,82.0
SOAleqgAATr,60.csv,roundnum,-20.0,82.0
SOAleqgAATr,60.csv,roundnum,-20.0,82.0
MADQN,20.csv,random,4.0,38.0
MADQN,20.csv,random,0.0,32.0
MADQN,20.csv,random,0.0,32.0
MADQN,20.csv,random,4.0,38.0
MADQN,20.csv,random,0.0,32.0
RDQN,10.csv,cooppunish,0.0,20.0
RDQN,10.csv,cooppunish,0.0,20.0
RDQN,10.csv,cooppunish,0.0,20.0
RDQN,10.csv,cooppunish,0.0,20.0
RDQN,10.csv,cooppunish,0.0,20.0
QAlegAATr,40.csv,minimax,76.0,-118.0
QAlegAATr,40.csv,minimax,76.0,-118.0
QAlegAATr,40.csv,minimax,76.0,-118.0
QAlegAATr,40.csv,minimax,76.0,-118.0
QAlegAATr,40.csv,minimax,76.0,-118.0
SMAlegAATr,40.csv,greedyneg,80.0,-120.0
SMAlegAATr,40.csv,greedyneg,80.0,-120.0
SMAlegAATr,40.csv,greedyneg,80.0,-120.0
SMAlegAATr,40.csv,greedyneg,80.0,-120.0
SMAlegAATr,40.csv,greedyneg,80.0,-120.0
DQN,50.csv,bullied,100.0,250.0
DQN,50.csv,bullied,100.0,250.0
DQN,50.csv,bullied,100.0,250.0
DQN,50.csv,bullied,100.0,250.0
DQN,50.csv,bullied,100.0,250.0
SMAlegAATr,50.csv,roundnum2,148.0,-70.0
SMAlegAATr,50.csv,roundnum2,112.0,-52.0
SMAlegAATr,50.csv,roundnum2,144.0,-76.0
SMAlegAATr,50.csv,roundnum2,136.0,-88.0
SMAlegAATr,50.csv,roundnum2,120.0,-64.0
SOAleqgAATr,60.csv,greedyneg,8.0,-92.0
SOAleqgAATr,60.csv,greedyneg,8.0,-92.0
SOAleqgAATr,60.csv,greedyneg,8.0,-92.0
SOAleqgAATr,60.csv,greedyneg,8.0,-92.0
SOAleqgAATr,60.csv,greedyneg,8.0,-92.0
QAlegAATr,50.csv,bullypunish,96.0,-148.0
QAlegAATr,50.csv,bullypunish,96.0,-148.0
QAlegAATr,50.csv,bullypunish,96.0,-148.0
QAlegAATr,50.csv,bullypunish,96.0,-148.0
QAlegAATr,50.csv,bullypunish,96.0,-148.0
MADQN,20.csv,selfplay,-32.0,-16.0
MADQN,20.csv,selfplay,-32.0,-16.0
MADQN,20.csv,selfplay,-32.0,-16.0
MADQN,20.csv,selfplay,-32.0,-16.0
MADQN,20.csv,selfplay,-32.0,-16.0
RawO,10.csv,random,16.0,12.0
RawO,10.csv,random,16.0,12.0
RawO,10.csv,random,12.0,6.0
RawO,10.csv,random,8.0,16.0
RawO,10.csv,random,16.0,20.0
MADQN,50.csv,minimax,-96.0,-52.0
MADQN,50.csv,minimax,-96.0,-52.0
MADQN,50.csv,minimax,-96.0,-52.0
MADQN,50.csv,minimax,-96.0,-52.0
MADQN,50.csv,minimax,-96.0,-52.0
MADQN,40.csv,bbl,-76.0,-42.0
MADQN,40.csv,bbl,-76.0,-42.0
MADQN,40.csv,bbl,-72.0,-36.0
MADQN,40.csv,bbl,-76.0,-42.0
MADQN,40.csv,bbl,-76.0,-42.0
RawO,10.csv,bullied,28.0,46.0
RawO,10.csv,bullied,28.0,46.0
RawO,10.csv,bullied,28.0,46.0
RawO,10.csv,bullied,28.0,46.0
RawO,10.csv,bullied,28.0,46.0
QAlegAATr,50.csv,cfr,96.0,-148.0
QAlegAATr,50.csv,cfr,96.0,-148.0
QAlegAATr,50.csv,cfr,96.0,-148.0
QAlegAATr,50.csv,cfr,96.0,-148.0
QAlegAATr,50.csv,cfr,96.0,-148.0
RDQN,50.csv,roundnum2,-60.0,10.0
RDQN,50.csv,roundnum2,-44.0,34.0
RDQN,50.csv,roundnum2,-40.0,40.0
RDQN,50.csv,roundnum2,-44.0,34.0
RDQN,50.csv,roundnum2,-60.0,10.0
QAlegAATr,40.csv,bbl,76.0,-118.0
QAlegAATr,40.csv,bbl,76.0,-118.0
QAlegAATr,40.csv,bbl,76.0,-110.0
QAlegAATr,40.csv,bbl,76.0,-110.0
QAlegAATr,40.csv,bbl,76.0,-110.0
MADQN,50.csv,cfr,-96.0,-52.0
MADQN,50.csv,cfr,-96.0,-52.0
MADQN,50.csv,cfr,-96.0,-52.0
MADQN,50.csv,cfr,-96.0,-52.0
MADQN,50.csv,cfr,-96.0,-52.0
SMAlegAATr,20.csv,spp,68.0,86.0
SMAlegAATr,20.csv,spp,48.0,24.0
SMAlegAATr,20.csv,spp,40.0,-60.0
SMAlegAATr,20.csv,spp,68.0,86.0
SMAlegAATr,20.csv,spp,40.0,-60.0
RDQN,40.csv,greedyneg,76.0,194.0
RDQN,40.csv,greedyneg,76.0,194.0
RDQN,40.csv,greedyneg,76.0,194.0
RDQN,40.csv,greedyneg,76.0,194.0
RDQN,40.csv,greedyneg,76.0,194.0
AlegAATr,10.csv,random,32.0,20.0
AlegAATr,10.csv,random,32.0,12.0
AlegAATr,10.csv,random,20.0,-6.0
AlegAATr,10.csv,random,28.0,-2.0
AlegAATr,10.csv,random,16.0,4.0
AleqgAATr,10.csv,selfplay,28.0,14.0
AleqgAATr,10.csv,selfplay,28.0,14.0
AleqgAATr,10.csv,selfplay,28.0,14.0
AleqgAATr,10.csv,selfplay,28.0,14.0
AleqgAATr,10.csv,selfplay,28.0,14.0
SMAlegAATr,30.csv,coop,88.0,136.0
SMAlegAATr,30.csv,coop,88.0,136.0
SMAlegAATr,30.csv,coop,88.0,136.0
SMAlegAATr,30.csv,coop,88.0,136.0
SMAlegAATr,30.csv,coop,88.0,136.0
SMAlegAATr,60.csv,bullied,148.0,286.0
SMAlegAATr,60.csv,bullied,148.0,286.0
SMAlegAATr,60.csv,bullied,148.0,286.0
SMAlegAATr,60.csv,bullied,148.0,286.0
SMAlegAATr,60.csv,bullied,148.0,286.0
RAlegAATr,50.csv,coop,100.0,250.0
RAlegAATr,50.csv,coop,100.0,250.0
RAlegAATr,50.csv,coop,100.0,250.0
RAlegAATr,50.csv,coop,100.0,250.0
RAlegAATr,50.csv,coop,100.0,250.0
AleqgAATr,40.csv,cfr,0.0,-80.0
AleqgAATr,40.csv,cfr,0.0,-80.0
AleqgAATr,40.csv,cfr,0.0,-80.0
AleqgAATr,40.csv,cfr,0.0,-80.0
AleqgAATr,40.csv,cfr,0.0,-80.0
AleqgAATr,10.csv,bullypunish,0.0,-20.0
AleqgAATr,10.csv,bullypunish,0.0,-20.0
AleqgAATr,10.csv,bullypunish,0.0,-20.0
AleqgAATr,10.csv,bullypunish,0.0,-20.0
AleqgAATr,10.csv,bullypunish,0.0,-20.0
MADQN,10.csv,greedyneg,-4.0,6.0
MADQN,10.csv,greedyneg,-4.0,6.0
MADQN,10.csv,greedyneg,-4.0,6.0
MADQN,10.csv,greedyneg,-4.0,6.0
MADQN,10.csv,greedyneg,-4.0,6.0
RAlegAATr,40.csv,coopgreedy,24.0,116.0
RAlegAATr,40.csv,coopgreedy,32.0,128.0
RAlegAATr,40.csv,coopgreedy,28.0,122.0
RAlegAATr,40.csv,coopgreedy,60.0,170.0
RAlegAATr,40.csv,coopgreedy,40.0,140.0
DQN,20.csv,coop,40.0,100.0
DQN,20.csv,coop,40.0,100.0
DQN,20.csv,coop,40.0,100.0
DQN,20.csv,coop,40.0,100.0
DQN,20.csv,coop,40.0,100.0
AleqgAATr,50.csv,bbl,0.0,-100.0
AleqgAATr,50.csv,bbl,0.0,-100.0
AleqgAATr,50.csv,bbl,8.0,-96.0
AleqgAATr,50.csv,bbl,8.0,-96.0
AleqgAATr,50.csv,bbl,8.0,-96.0
AleqgAATr,30.csv,roundnum,100.0,82.0
AleqgAATr,30.csv,roundnum,100.0,82.0
AleqgAATr,30.csv,roundnum,100.0,82.0
AleqgAATr,30.csv,roundnum,100.0,82.0
AleqgAATr,30.csv,roundnum,100.0,82.0
DQN,50.csv,coopgreedy,72.0,208.0
DQN,50.csv,coopgreedy,48.0,172.0
DQN,50.csv,coopgreedy,44.0,166.0
DQN,50.csv,coopgreedy,56.0,184.0
DQN,50.csv,coopgreedy,52.0,178.0
AleqgAATr,60.csv,coop,244.0,238.0
AleqgAATr,60.csv,coop,244.0,238.0
AleqgAATr,60.csv,coop,244.0,238.0
AleqgAATr,60.csv,coop,244.0,238.0
AleqgAATr,60.csv,coop,244.0,238.0
RDQN,50.csv,cfr,-100.0,-50.0
RDQN,50.csv,cfr,-100.0,-50.0
RDQN,50.csv,cfr,-100.0,-50.0
RDQN,50.csv,cfr,-100.0,-50.0
RDQN,50.csv,cfr,-100.0,-50.0
SOAleqgAATr,40.csv,coop,80.0,200.0
SOAleqgAATr,40.csv,coop,80.0,200.0
SOAleqgAATr,40.csv,coop,80.0,200.0
SOAleqgAATr,40.csv,coop,80.0,200.0
SOAleqgAATr,40.csv,coop,80.0,200.0
RAlegAATr,40.csv,bullypunish,-80.0,-40.0
RAlegAATr,40.csv,bullypunish,-80.0,-40.0
RAlegAATr,40.csv,bullypunish,-80.0,-40.0
RAlegAATr,40.csv,bullypunish,-80.0,-40.0
RAlegAATr,40.csv,bullypunish,-80.0,-40.0
SOAleqgAATr,10.csv,coopgreedy,16.0,44.0
SOAleqgAATr,10.csv,coopgreedy,20.0,50.0
SOAleqgAATr,10.csv,coopgreedy,20.0,34.0
SOAleqgAATr,10.csv,coopgreedy,36.0,26.0
SOAleqgAATr,10.csv,coopgreedy,20.0,26.0
MADQN,60.csv,coopgreedy,60.0,202.0
MADQN,60.csv,coopgreedy,60.0,202.0
MADQN,60.csv,coopgreedy,72.0,220.0
MADQN,60.csv,coopgreedy,32.0,160.0
MADQN,60.csv,coopgreedy,68.0,214.0
RAlegAATr,20.csv,roundnum,40.0,100.0
RAlegAATr,20.csv,roundnum,40.0,100.0
RAlegAATr,20.csv,roundnum,40.0,100.0
RAlegAATr,20.csv,roundnum,40.0,100.0
RAlegAATr,20.csv,roundnum,40.0,100.0
RDQN,40.csv,bbl,-80.0,-40.0
RDQN,40.csv,bbl,-80.0,-40.0
RDQN,40.csv,bbl,-76.0,-34.0
RDQN,40.csv,bbl,-80.0,-40.0
RDQN,40.csv,bbl,-80.0,-40.0
SMAlegAATr,30.csv,cooppunish,48.0,44.0
SMAlegAATr,30.csv,cooppunish,48.0,44.0
SMAlegAATr,30.csv,cooppunish,48.0,44.0
SMAlegAATr,30.csv,cooppunish,48.0,44.0
SMAlegAATr,30.csv,cooppunish,48.0,44.0
AlegAATr,20.csv,roundnum2,32.0,-56.0
AlegAATr,20.csv,roundnum2,32.0,-56.0
AlegAATr,20.csv,roundnum2,32.0,-56.0
AlegAATr,20.csv,roundnum2,32.0,-56.0
AlegAATr,20.csv,roundnum2,32.0,-56.0
DQN,30.csv,cfr,-60.0,-30.0
DQN,30.csv,cfr,-60.0,-30.0
DQN,30.csv,cfr,-60.0,-30.0
DQN,30.csv,cfr,-60.0,-30.0
DQN,30.csv,cfr,-60.0,-30.0
QAlegAATr,30.csv,random,76.0,54.0
QAlegAATr,30.csv,random,92.0,22.0
QAlegAATr,30.csv,random,76.0,-18.0
QAlegAATr,30.csv,random,64.0,44.0
QAlegAATr,30.csv,random,84.0,-6.0
RawO,10.csv,cfr,-20.0,-10.0
RawO,10.csv,cfr,-20.0,-10.0
RawO,10.csv,cfr,-20.0,-10.0
RawO,10.csv,cfr,-20.0,-10.0
RawO,10.csv,cfr,-20.0,-10.0
AleqgAATr,50.csv,cooppunish,108.0,54.0
AleqgAATr,50.csv,cooppunish,108.0,54.0
AleqgAATr,50.csv,cooppunish,108.0,54.0
AleqgAATr,50.csv,cooppunish,108.0,54.0
AleqgAATr,50.csv,cooppunish,108.0,54.0
SMAlegAATr,20.csv,eee,68.0,86.0
SMAlegAATr,20.csv,eee,48.0,24.0
SMAlegAATr,20.csv,eee,68.0,86.0
SMAlegAATr,20.csv,eee,68.0,86.0
SMAlegAATr,20.csv,eee,40.0,-60.0
AlegAATr,60.csv,bullypunish,112.0,-176.0
AlegAATr,60.csv,bullypunish,112.0,-176.0
AlegAATr,60.csv,bullypunish,112.0,-176.0
AlegAATr,60.csv,bullypunish,112.0,-176.0
AlegAATr,60.csv,bullypunish,112.0,-176.0
DQN,20.csv,bbl,-36.0,-14.0
DQN,20.csv,bbl,-36.0,-14.0
DQN,20.csv,bbl,-36.0,-14.0
DQN,20.csv,bbl,-40.0,-20.0
DQN,20.csv,bbl,-40.0,-20.0
RAlegAATr,60.csv,cfr,-120.0,-60.0
RAlegAATr,60.csv,cfr,-120.0,-60.0
RAlegAATr,60.csv,cfr,-120.0,-60.0
RAlegAATr,60.csv,cfr,-120.0,-60.0
RAlegAATr,60.csv,cfr,-120.0,-60.0
SMAlegAATr,20.csv,bullypunish,40.0,-60.0
SMAlegAATr,20.csv,bullypunish,40.0,-60.0
SMAlegAATr,20.csv,bullypunish,40.0,-60.0
SMAlegAATr,20.csv,bullypunish,40.0,-60.0
SMAlegAATr,20.csv,bullypunish,40.0,-60.0
AlegAATr,10.csv,coopgreedy,20.0,10.0
AlegAATr,10.csv,coopgreedy,28.0,22.0
AlegAATr,10.csv,coopgreedy,44.0,22.0
AlegAATr,10.csv,coopgreedy,32.0,20.0
AlegAATr,10.csv,coopgreedy,36.0,18.0
DQN,20.csv,bullypunish,-40.0,-20.0
DQN,20.csv,bullypunish,-40.0,-20.0
DQN,20.csv,bullypunish,-40.0,-20.0
DQN,20.csv,bullypunish,-40.0,-20.0
DQN,20.csv,bullypunish,-40.0,-20.0
AlegAATr,30.csv,greedyneg,52.0,-86.0
AlegAATr,30.csv,greedyneg,52.0,-86.0
AlegAATr,30.csv,greedyneg,52.0,-86.0
AlegAATr,30.csv,greedyneg,52.0,-86.0
AlegAATr,30.csv,greedyneg,52.0,-86.0
SOAleqgAATr,40.csv,selfplay,232.0,116.0
SOAleqgAATr,40.csv,selfplay,232.0,116.0
SOAleqgAATr,40.csv,selfplay,232.0,116.0
SOAleqgAATr,40.csv,selfplay,232.0,116.0
SOAleqgAATr,40.csv,selfplay,232.0,116.0
RAlegAATr,40.csv,random,-4.0,74.0
RAlegAATr,40.csv,random,28.0,122.0
RAlegAATr,40.csv,random,4.0,86.0
RAlegAATr,40.csv,random,-16.0,56.0
RAlegAATr,40.csv,random,12.0,98.0
QAlegAATr,10.csv,eee,16.0,-28.0
QAlegAATr,10.csv,eee,12.0,6.0
QAlegAATr,10.csv,eee,16.0,-28.0
QAlegAATr,10.csv,eee,12.0,22.0
QAlegAATr,10.csv,eee,16.0,-12.0
DQN,50.csv,roundnum,-4.0,94.0
DQN,50.csv,roundnum,-4.0,94.0
DQN,50.csv,roundnum,-4.0,94.0
DQN,50.csv,roundnum,-4.0,94.0
DQN,50.csv,roundnum,-4.0,94.0
RawO,60.csv,greedyneg,124.0,290.0
RawO,60.csv,greedyneg,124.0,290.0
RawO,60.csv,greedyneg,124.0,290.0
RawO,60.csv,greedyneg,124.0,290.0
RawO,60.csv,greedyneg,124.0,290.0
RAlegAATr,20.csv,roundnum2,-40.0,-20.0
RAlegAATr,20.csv,roundnum2,-40.0,-20.0
RAlegAATr,20.csv,roundnum2,-40.0,-20.0
RAlegAATr,20.csv,roundnum2,-40.0,-20.0
RAlegAATr,20.csv,roundnum2,-40.0,-20.0
RawO,20.csv,coopgreedy,32.0,56.0
RawO,20.csv,coopgreedy,36.0,70.0
RawO,20.csv,coopgreedy,28.0,66.0
RawO,20.csv,coopgreedy,36.0,70.0
RawO,20.csv,coopgreedy,40.0,68.0
AlegAATr,10.csv,selfplay,44.0,22.0
AlegAATr,10.csv,selfplay,44.0,22.0
AlegAATr,10.csv,selfplay,44.0,22.0
AlegAATr,10.csv,selfplay,44.0,22.0
AlegAATr,10.csv,selfplay,44.0,22.0
RDQN,30.csv,coopgreedy,24.0,96.0
RDQN,30.csv,coopgreedy,40.0,120.0
RDQN,30.csv,coopgreedy,24.0,96.0
RDQN,30.csv,coopgreedy,28.0,102.0
RDQN,30.csv,coopgreedy,32.0,108.0
SMAlegAATr,10.csv,roundnum,48.0,36.0
SMAlegAATr,10.csv,roundnum,48.0,36.0
SMAlegAATr,10.csv,roundnum,48.0,36.0
SMAlegAATr,10.csv,roundnum,48.0,36.0
SMAlegAATr,10.csv,roundnum,48.0,36.0
MADQN,10.csv,eee,4.0,18.0
MADQN,10.csv,eee,-16.0,-12.0
MADQN,10.csv,eee,-4.0,6.0
MADQN,10.csv,eee,20.0,42.0
MADQN,10.csv,eee,-16.0,-12.0
RDQN,40.csv,coop,80.0,200.0
RDQN,40.csv,coop,80.0,200.0
RDQN,40.csv,coop,80.0,200.0
RDQN,40.csv,coop,80.0,200.0
RDQN,40.csv,coop,80.0,200.0
AlegAATr,30.csv,cfr,52.0,-86.0
AlegAATr,30.csv,cfr,52.0,-86.0
AlegAATr,30.csv,cfr,52.0,-86.0
AlegAATr,30.csv,cfr,52.0,-86.0
AlegAATr,30.csv,cfr,52.0,-86.0
RAlegAATr,20.csv,spp,40.0,100.0
RAlegAATr,20.csv,spp,0.0,40.0
RAlegAATr,20.csv,spp,-40.0,-20.0
RAlegAATr,20.csv,spp,40.0,100.0
RAlegAATr,20.csv,spp,-40.0,-20.0
AlegAATr,20.csv,bbl,40.0,-52.0
AlegAATr,20.csv,bbl,40.0,-52.0
AlegAATr,20.csv,bbl,40.0,-52.0
AlegAATr,20.csv,bbl,32.0,-56.0
AlegAATr,20.csv,bbl,32.0,-56.0
RawO,50.csv,spp,-100.0,-50.0
RawO,50.csv,spp,108.0,246.0
RawO,50.csv,spp,-100.0,-50.0
RawO,50.csv,spp,-100.0,-50.0
RawO,50.csv,spp,108.0,246.0
RAlegAATr,30.csv,greedyneg,56.0,144.0
RAlegAATr,30.csv,greedyneg,56.0,144.0
RAlegAATr,30.csv,greedyneg,56.0,144.0
RAlegAATr,30.csv,greedyneg,56.0,144.0
RAlegAATr,30.csv,greedyneg,56.0,144.0
RAlegAATr,10.csv,minimax,-20.0,-10.0
RAlegAATr,10.csv,minimax,-20.0,-10.0
RAlegAATr,10.csv,minimax,-20.0,-10.0
RAlegAATr,10.csv,minimax,-20.0,-10.0
RAlegAATr,10.csv,minimax,-20.0,-10.0
SMAlegAATr,60.csv,random,44.0,58.0
SMAlegAATr,60.csv,random,120.0,100.0
SMAlegAATr,60.csv,random,28.0,122.0
SMAlegAATr,60.csv,random,92.0,138.0
SMAlegAATr,60.csv,random,72.0,124.0
AleqgAATr,30.csv,greedyneg,0.0,-60.0
AleqgAATr,30.csv,greedyneg,0.0,-60.0
AleqgAATr,30.csv,greedyneg,0.0,-60.0
AleqgAATr,30.csv,greedyneg,0.0,-60.0
AleqgAATr,30.csv,greedyneg,0.0,-60.0
SOAleqgAATr,40.csv,eee,-16.0,8.0
SOAleqgAATr,40.csv,eee,0.0,-56.0
SOAleqgAATr,40.csv,eee,16.0,48.0
SOAleqgAATr,40.csv,eee,16.0,-16.0
SOAleqgAATr,40.csv,eee,0.0,-8.0
RDQN,10.csv,spp,-20.0,-10.0
RDQN,10.csv,spp,-20.0,-10.0
RDQN,10.csv,spp,-20.0,-10.0
RDQN,10.csv,spp,-20.0,-10.0
RDQN,10.csv,spp,-20.0,-10.0
AlegAATr,10.csv,minimax,12.0,-26.0
AlegAATr,10.csv,minimax,12.0,-26.0
AlegAATr,10.csv,minimax,12.0,-26.0
AlegAATr,10.csv,minimax,12.0,-26.0
AlegAATr,10.csv,minimax,12.0,-26.0
AleqgAATr,20.csv,roundnum2,0.0,-40.0
AleqgAATr,20.csv,roundnum2,0.0,-40.0
AleqgAATr,20.csv,roundnum2,0.0,-40.0
AleqgAATr,20.csv,roundnum2,0.0,-40.0
AleqgAATr,20.csv,roundnum2,0.0,-40.0
RAlegAATr,60.csv,cooppunish,0.0,120.0
RAlegAATr,60.csv,cooppunish,0.0,120.0
RAlegAATr,60.csv,cooppunish,0.0,120.0
RAlegAATr,60.csv,cooppunish,0.0,120.0
RAlegAATr,60.csv,cooppunish,0.0,120.0
RawO,50.csv,eee,-8.0,48.0
RawO,50.csv,eee,24.0,64.0
RawO,50.csv,eee,8.0,64.0
RawO,50.csv,eee,12.0,54.0
RawO,50.csv,eee,20.0,66.0
AleqgAATr,40.csv,minimax,0.0,-80.0
AleqgAATr,40.csv,minimax,0.0,-80.0
AleqgAATr,40.csv,minimax,0.0,-80.0
AleqgAATr,40.csv,minimax,0.0,-80.0
AleqgAATr,40.csv,minimax,0.0,-80.0
AlegAATr,60.csv,coop,220.0,250.0
AlegAATr,60.csv,coop,220.0,250.0
AlegAATr,60.csv,coop,220.0,250.0
AlegAATr,60.csv,coop,220.0,250.0
AlegAATr,60.csv,coop,220.0,250.0
QAlegAATr,50.csv,bullied,100.0,250.0
QAlegAATr,50.csv,bullied,100.0,250.0
QAlegAATr,50.csv,bullied,100.0,250.0
QAlegAATr,50.csv,bullied,100.0,250.0
QAlegAATr,50.csv,bullied,100.0,250.0
SMAlegAATr,60.csv,cfr,120.0,-180.0
SMAlegAATr,60.csv,cfr,120.0,-180.0
SMAlegAATr,60.csv,cfr,120.0,-180.0
SMAlegAATr,60.csv,cfr,120.0,-180.0
SMAlegAATr,60.csv,cfr,120.0,-180.0
RDQN,60.csv,bullied,120.0,300.0
RDQN,60.csv,bullied,120.0,300.0
RDQN,60.csv,bullied,120.0,300.0
RDQN,60.csv,bullied,120.0,300.0
RDQN,60.csv,bullied,120.0,300.0
DQN,40.csv,minimax,-80.0,-40.0
DQN,40.csv,minimax,-80.0,-40.0
DQN,40.csv,minimax,-80.0,-40.0
DQN,40.csv,minimax,-80.0,-40.0
DQN,40.csv,minimax,-80.0,-40.0
AleqgAATr,30.csv,random,68.0,34.0
AleqgAATr,30.csv,random,72.0,48.0
AleqgAATr,30.csv,random,68.0,34.0
AleqgAATr,30.csv,random,48.0,12.0
AleqgAATr,30.csv,random,48.0,12.0
RAlegAATr,20.csv,eee,-16.0,16.0
RAlegAATr,20.csv,eee,-8.0,28.0
RAlegAATr,20.csv,eee,-16.0,16.0
RAlegAATr,20.csv,eee,-20.0,10.0
RAlegAATr,20.csv,eee,-8.0,28.0
DQN,10.csv,random,-4.0,14.0
DQN,10.csv,random,4.0,26.0
DQN,10.csv,random,0.0,20.0
DQN,10.csv,random,0.0,20.0
DQN,10.csv,random,4.0,26.0
DQN,60.csv,roundnum2,-48.0,48.0
DQN,60.csv,roundnum2,-52.0,42.0
DQN,60.csv,roundnum2,-40.0,60.0
DQN,60.csv,roundnum2,-44.0,54.0
DQN,60.csv,roundnum2,-48.0,48.0
QAlegAATr,50.csv,cooppunish,184.0,16.0
QAlegAATr,50.csv,cooppunish,184.0,16.0
QAlegAATr,50.csv,cooppunish,184.0,16.0
QAlegAATr,50.csv,cooppunish,184.0,16.0
QAlegAATr,50.csv,cooppunish,184.0,16.0
MADQN,10.csv,spp,-16.0,-12.0
MADQN,10.csv,spp,-16.0,-12.0
MADQN,10.csv,spp,-16.0,-12.0
MADQN,10.csv,spp,-16.0,-12.0
MADQN,10.csv,spp,-16.0,-12.0
RDQN,30.csv,random,0.0,60.0
RDQN,30.csv,random,12.0,78.0
RDQN,30.csv,random,16.0,84.0
RDQN,30.csv,random,-4.0,54.0
RDQN,30.csv,random,0.0,60.0
SMAlegAATr,10.csv,coopgreedy,20.0,10.0
SMAlegAATr,10.csv,coopgreedy,40.0,24.0
SMAlegAATr,10.csv,coopgreedy,36.0,18.0
SMAlegAATr,10.csv,coopgreedy,44.0,30.0
SMAlegAATr,10.csv,coopgreedy,36.0,26.0
QAlegAATr,10.csv,spp,16.0,-28.0
QAlegAATr,10.csv,spp,20.0,50.0
QAlegAATr,10.csv,spp,20.0,50.0
QAlegAATr,10.csv,spp,24.0,16.0
QAlegAATr,10.csv,spp,16.0,-28.0
SOAleqgAATr,30.csv,cooppunish,32.0,52.0
SOAleqgAATr,30.csv,cooppunish,32.0,52.0
SOAleqgAATr,30.csv,cooppunish,32.0,52.0
SOAleqgAATr,30.csv,cooppunish,32.0,52.0
SOAleqgAATr,30.csv,cooppunish,32.0,52.0
MADQN,40.csv,cooppunish,8.0,84.0
MADQN,40.csv,cooppunish,8.0,84.0
MADQN,40.csv,cooppunish,8.0,84.0
MADQN,40.csv,cooppunish,8.0,84.0
MADQN,40.csv,cooppunish,8.0,84.0
MADQN,40.csv,bullied,84.0,198.0
MADQN,40.csv,bullied,84.0,198.0
MADQN,40.csv,bullied,84.0,198.0
MADQN,40.csv,bullied,84.0,198.0
MADQN,40.csv,bullied,84.0,198.0
RawO,50.csv,selfplay,-100.0,-50.0
RawO,50.csv,selfplay,-100.0,-50.0
RawO,50.csv,selfplay,-100.0,-50.0
RawO,50.csv,selfplay,-100.0,-50.0
RawO,50.csv,selfplay,-100.0,-50.0
RawO,50.csv,coop,108.0,246.0
RawO,50.csv,coop,108.0,246.0
RawO,50.csv,coop,108.0,246.0
RawO,50.csv,coop,108.0,246.0
RawO,50.csv,coop,108.0,246.0
SOAleqgAATr,10.csv,bullied,20.0,50.0
SOAleqgAATr,10.csv,bullied,20.0,50.0
SOAleqgAATr,10.csv,bullied,20.0,50.0
SOAleqgAATr,10.csv,bullied,20.0,50.0
SOAleqgAATr,10.csv,bullied,20.0,50.0
AlegAATr,30.csv,roundnum,112.0,76.0
AlegAATr,30.csv,roundnum,112.0,76.0
AlegAATr,30.csv,roundnum,112.0,76.0
AlegAATr,30.csv,roundnum,112.0,76.0
AlegAATr,30.csv,roundnum,112.0,76.0
RDQN,10.csv,eee,-20.0,-10.0
RDQN,10.csv,eee,8.0,32.0
RDQN,10.csv,eee,-12.0,2.0
RDQN,10.csv,eee,-12.0,2.0
RDQN,10.csv,eee,-4.0,14.0
SOAleqgAATr,40.csv,spp,-76.0,-42.0
SOAleqgAATr,40.csv,spp,-76.0,-42.0
SOAleqgAATr,40.csv,spp,-76.0,-42.0
SOAleqgAATr,40.csv,spp,80.0,200.0
SOAleqgAATr,40.csv,spp,-76.0,-42.0
SMAlegAATr,30.csv,selfplay,52.0,26.0
SMAlegAATr,30.csv,selfplay,52.0,26.0
SMAlegAATr,30.csv,selfplay,52.0,26.0
SMAlegAATr,30.csv,selfplay,52.0,26.0
SMAlegAATr,30.csv,selfplay,52.0,26.0
SOAleqgAATr,30.csv,bullypunish,-56.0,-32.0
SOAleqgAATr,30.csv,bullypunish,-56.0,-32.0
SOAleqgAATr,30.csv,bullypunish,-56.0,-32.0
SOAleqgAATr,30.csv,bullypunish,-56.0,-32.0
SOAleqgAATr,30.csv,bullypunish,-56.0,-32.0
MADQN,10.csv,bullypunish,-16.0,-12.0
MADQN,10.csv,bullypunish,-16.0,-12.0
MADQN,10.csv,bullypunish,-16.0,-12.0
MADQN,10.csv,bullypunish,-16.0,-12.0
MADQN,10.csv,bullypunish,-16.0,-12.0
QAlegAATr,50.csv,selfplay,164.0,82.0
QAlegAATr,50.csv,selfplay,164.0,82.0
QAlegAATr,50.csv,selfplay,164.0,82.0
QAlegAATr,50.csv,selfplay,164.0,82.0
