round,generator
0,4
1,1
2,4
3,3
4,1
5,1
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,3
17,4
18,4
19,4
20,1
21,1
22,4
23,4
24,4
25,4
26,4
27,4
28,4
29,4
