round,generator
0,3
1,4
2,1
3,5
4,4
5,3
6,1
7,3
8,0
9,4
10,3
11,4
12,0
13,5
14,3
15,5
16,3
17,0
18,3
19,3
20,4
21,5
22,2
23,4
24,5
25,2
26,2
27,2
28,0
29,0
30,0
31,1
32,0
33,0
34,0
35,1
36,3
37,5
38,3
39,3
40,4
41,3
42,3
43,2
44,3
45,2
46,5
47,2
48,4
49,3
50,4
51,3
52,3
53,5
54,1
55,2
56,4
57,0
58,3
59,0
