round,generator
0,3
1,5
2,3
3,3
4,5
5,4
6,1
7,0
8,2
9,2
10,5
11,0
12,0
13,5
14,2
15,3
16,3
17,5
18,2
19,3
20,0
21,0
22,2
23,4
24,0
25,1
26,5
27,5
28,3
29,4
