round,generator
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,0
8,2
9,0
10,2
11,2
12,0
13,2
14,2
15,2
16,2
17,0
18,0
19,0
20,2
21,0
22,0
23,0
24,2
25,0
26,0
27,2
28,2
29,2
