round,generator
0,4
1,4
2,4
3,1
4,3
5,3
6,3
7,3
8,3
9,3
10,3
11,3
12,1
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,3
23,3
24,1
25,3
26,3
27,3
28,1
29,3
