round,generator
0,4
1,4
2,4
3,3
4,4
5,3
6,4
7,3
8,4
9,3
10,4
11,3
12,4
13,3
14,4
15,5
16,5
17,3
18,4
19,5
20,5
21,3
22,4
23,5
24,5
25,3
26,4
27,5
28,5
29,3
30,4
31,5
32,5
33,3
34,4
35,5
36,5
37,3
38,4
39,5
40,5
41,3
42,4
43,5
44,5
45,3
46,4
47,5
48,5
49,3
