round,generator
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,1
16,0
17,1
18,0
19,1
20,0
21,1
22,0
23,1
24,0
25,1
26,0
27,1
28,0
29,1
30,2
31,0
32,1
33,2
34,2
35,2
36,2
37,2
38,2
39,2
