round,generator
0,4
1,3
2,2
3,2
4,5
5,5
6,5
7,2
8,5
9,5
10,5
11,5
12,5
13,5
14,5
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
