round,generator
0,1
1,5
2,3
3,1
4,2
5,1
6,1
7,1
8,0
9,2
10,1
11,3
12,3
13,2
14,2
15,1
16,3
17,4
18,4
19,0
20,1
21,4
22,4
23,4
24,4
25,3
26,3
27,0
28,5
29,1
30,1
31,3
32,3
33,1
34,3
35,4
36,4
37,2
38,2
39,0
