round,generator
0,2
1,5
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,4
10,0
11,4
12,2
13,0
14,4
15,4
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,4
24,4
25,5
26,0
27,0
28,4
29,4
