round,generator
0,4
1,5
2,3
3,5
4,3
5,5
6,3
7,5
8,3
9,1
10,3
11,1
12,3
13,1
14,3
15,1
16,3
17,1
18,3
19,1
20,3
21,1
22,3
23,1
24,3
25,1
26,1
27,1
28,3
29,4
30,3
31,4
32,1
33,3
34,4
35,1
36,1
37,3
38,4
39,1
40,3
41,1
42,1
43,3
44,4
45,4
46,3
47,1
48,1
49,3
50,1
51,1
52,3
53,1
54,3
55,1
56,1
57,3
58,1
59,1
