round,generator
0,3
1,3
2,5
3,3
4,2
5,1
6,0
7,0
8,1
9,4
10,2
11,0
12,0
13,2
14,4
15,0
16,5
17,4
18,1
19,2
20,0
21,1
22,1
23,4
24,2
25,0
26,3
27,3
28,2
29,2
30,5
31,1
32,0
33,4
34,2
35,1
36,3
37,0
38,2
39,3
40,0
41,2
42,3
43,1
44,1
45,2
46,3
47,3
48,1
49,2
