round,generator
0,1
1,1
2,1
3,1
4,1
5,1
6,3
7,1
8,1
9,1
10,2
11,1
12,1
13,3
14,3
15,1
16,3
17,1
18,5
19,2
20,1
21,1
22,1
23,3
24,1
25,5
26,1
27,1
28,1
29,1
