round,generator
0,0
1,1
2,2
3,0
4,1
5,0
6,1
7,0
8,1
9,0
10,1
11,0
12,1
13,0
14,1
15,0
16,1
17,0
18,1
19,0
20,1
21,0
22,1
23,0
24,1
25,5
26,2
27,1
28,1
29,2
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
