round,generator
0,3
1,0
2,0
3,4
4,1
5,3
6,1
7,4
8,1
9,4
10,1
11,5
12,0
13,2
14,1
15,3
16,3
17,1
18,3
19,2
20,3
21,3
22,2
23,3
24,4
25,2
26,0
27,3
28,4
29,2
30,1
31,3
32,0
33,4
34,1
35,3
36,3
37,4
38,0
39,2
