round,generator
0,0
1,1
2,1
3,1
4,0
5,1
6,1
7,0
8,2
9,0
10,2
11,0
12,0
13,1
14,1
15,1
16,0
17,0
18,2
19,0
20,0
21,1
22,1
23,0
24,0
25,2
26,0
27,0
28,0
29,2
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,1
38,0
39,0
