round,generator
0,0
1,4
2,5
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,3
16,5
17,1
18,0
19,5
20,0
21,5
22,0
23,5
24,0
25,5
26,0
27,5
28,0
29,5
30,0
31,4
32,4
33,0
34,1
35,0
36,2
37,0
38,3
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
